Experiment Log
[2025-03-25 15:20:06] Experiment folder created at: Results/MNN_Results/TrTj_13_100_14_100_TTj_15/bfw_3_npbi_3_niu_1
[2025-03-25 15:20:08] Constructed sample at index 2922.
[2025-03-25 15:20:08] Constructed sample at index 2923.
[2025-03-25 15:20:08] Constructed sample at index 2924.
[2025-03-25 15:20:08] Constructed sample at index 2925.
[2025-03-25 15:20:08] Constructed sample at index 2926.
[2025-03-25 15:20:08] Constructed sample at index 2927.
[2025-03-25 15:20:08] Constructed sample at index 2928.
[2025-03-25 15:20:08] Constructed sample at index 2929.
[2025-03-25 15:20:08] Constructed sample at index 2930.
[2025-03-25 15:20:08] Constructed sample at index 2931.
[2025-03-25 15:20:08] Constructed sample at index 2932.
[2025-03-25 15:20:08] Constructed sample at index 2933.
[2025-03-25 15:20:08] Constructed sample at index 2934.
[2025-03-25 15:20:08] Constructed sample at index 2935.
[2025-03-25 15:20:08] Constructed sample at index 2936.
[2025-03-25 15:20:08] Constructed sample at index 2937.
[2025-03-25 15:20:08] Constructed sample at index 2938.
[2025-03-25 15:20:08] Constructed sample at index 2939.
[2025-03-25 15:20:08] Constructed sample at index 2940.
[2025-03-25 15:20:08] Constructed sample at index 2941.
[2025-03-25 15:20:08] Constructed sample at index 2942.
[2025-03-25 15:20:08] Constructed sample at index 2943.
[2025-03-25 15:20:08] Constructed sample at index 2944.
[2025-03-25 15:20:08] Constructed sample at index 2945.
[2025-03-25 15:20:08] Constructed sample at index 2946.
[2025-03-25 15:20:08] Constructed sample at index 2947.
[2025-03-25 15:20:08] Constructed sample at index 2948.
[2025-03-25 15:20:08] Constructed sample at index 2949.
[2025-03-25 15:20:08] Constructed sample at index 2950.
[2025-03-25 15:20:08] Constructed sample at index 2951.
[2025-03-25 15:20:08] Constructed sample at index 2952.
[2025-03-25 15:20:08] Constructed sample at index 2953.
[2025-03-25 15:20:08] Constructed sample at index 2954.
[2025-03-25 15:20:08] Constructed sample at index 2955.
[2025-03-25 15:20:08] Constructed sample at index 2956.
[2025-03-25 15:20:08] Constructed sample at index 2957.
[2025-03-25 15:20:08] Constructed sample at index 2958.
[2025-03-25 15:20:08] Constructed sample at index 2959.
[2025-03-25 15:20:08] Constructed sample at index 2960.
[2025-03-25 15:20:08] Constructed sample at index 2961.
[2025-03-25 15:20:08] Constructed sample at index 2962.
[2025-03-25 15:20:08] Constructed sample at index 2963.
[2025-03-25 15:20:08] Constructed sample at index 2964.
[2025-03-25 15:20:08] Constructed sample at index 2965.
[2025-03-25 15:20:08] Constructed sample at index 2966.
[2025-03-25 15:20:08] Constructed sample at index 2967.
[2025-03-25 15:20:08] Constructed sample at index 2968.
[2025-03-25 15:20:08] Constructed sample at index 2969.
[2025-03-25 15:20:08] Constructed sample at index 2970.
[2025-03-25 15:20:08] Constructed sample at index 2971.
[2025-03-25 15:20:08] Constructed sample at index 2972.
[2025-03-25 15:20:08] Constructed sample at index 2973.
[2025-03-25 15:20:08] Constructed sample at index 2974.
[2025-03-25 15:20:08] Constructed sample at index 2975.
[2025-03-25 15:20:08] Constructed sample at index 2976.
[2025-03-25 15:20:08] Constructed sample at index 2977.
[2025-03-25 15:20:08] Constructed sample at index 2978.
[2025-03-25 15:20:08] Constructed sample at index 2979.
[2025-03-25 15:20:08] Constructed sample at index 2980.
[2025-03-25 15:20:08] Constructed sample at index 2981.
[2025-03-25 15:20:08] Constructed sample at index 2982.
[2025-03-25 15:20:08] Constructed sample at index 2983.
[2025-03-25 15:20:08] Constructed sample at index 2984.
[2025-03-25 15:20:08] Constructed sample at index 2985.
[2025-03-25 15:20:08] Constructed sample at index 2986.
[2025-03-25 15:20:08] Constructed sample at index 2987.
[2025-03-25 15:20:08] Constructed sample at index 2988.
[2025-03-25 15:20:08] Constructed sample at index 2989.
[2025-03-25 15:20:08] Constructed sample at index 2990.
[2025-03-25 15:20:08] Constructed sample at index 2991.
[2025-03-25 15:20:08] Constructed sample at index 2992.
[2025-03-25 15:20:08] Constructed sample at index 2993.
[2025-03-25 15:20:08] Constructed sample at index 2994.
[2025-03-25 15:20:08] Constructed sample at index 2995.
[2025-03-25 15:20:08] Constructed sample at index 2996.
[2025-03-25 15:20:08] Constructed sample at index 2997.
[2025-03-25 15:20:08] Constructed sample at index 2998.
[2025-03-25 15:20:08] Constructed sample at index 2999.
[2025-03-25 15:20:08] Constructed sample at index 3000.
[2025-03-25 15:20:08] Constructed sample at index 3001.
[2025-03-25 15:20:08] Constructed sample at index 3002.
[2025-03-25 15:20:08] Constructed sample at index 3003.
[2025-03-25 15:20:08] Constructed sample at index 3004.
[2025-03-25 15:20:08] Constructed sample at index 3005.
[2025-03-25 15:20:08] Constructed sample at index 3006.
[2025-03-25 15:20:08] Constructed sample at index 3007.
[2025-03-25 15:20:08] Constructed sample at index 3008.
[2025-03-25 15:20:08] Constructed sample at index 3009.
[2025-03-25 15:20:08] Constructed sample at index 3010.
[2025-03-25 15:20:08] Constructed sample at index 3011.
[2025-03-25 15:20:08] Constructed sample at index 3012.
[2025-03-25 15:20:08] Constructed sample at index 3013.
[2025-03-25 15:20:08] Constructed sample at index 3014.
[2025-03-25 15:20:08] Constructed sample at index 3015.
[2025-03-25 15:20:08] Constructed sample at index 3016.
[2025-03-25 15:20:08] Constructed sample at index 3017.
[2025-03-25 15:20:08] Constructed sample at index 3018.
[2025-03-25 15:20:08] Constructed sample at index 3019.
[2025-03-25 15:20:08] Constructed sample at index 3020.
[2025-03-25 15:20:08] Constructed sample at index 3021.
[2025-03-25 15:20:08] Constructed sample at index 3022.
[2025-03-25 15:20:08] Constructed sample at index 3023.
[2025-03-25 15:20:08] Constructed sample at index 3024.
[2025-03-25 15:20:08] Constructed sample at index 3025.
[2025-03-25 15:20:08] Constructed sample at index 3026.
[2025-03-25 15:20:08] Constructed sample at index 3027.
[2025-03-25 15:20:08] Constructed sample at index 3028.
[2025-03-25 15:20:08] Constructed sample at index 3029.
[2025-03-25 15:20:08] Constructed sample at index 3030.
[2025-03-25 15:20:08] Constructed sample at index 3031.
[2025-03-25 15:20:08] Constructed sample at index 3032.
[2025-03-25 15:20:08] Constructed sample at index 3033.
[2025-03-25 15:20:08] Constructed sample at index 3034.
[2025-03-25 15:20:08] Constructed sample at index 3035.
[2025-03-25 15:20:08] Constructed sample at index 3036.
[2025-03-25 15:20:08] Constructed sample at index 3037.
[2025-03-25 15:20:08] Constructed sample at index 3038.
[2025-03-25 15:20:08] Constructed sample at index 3039.
[2025-03-25 15:20:08] Constructed sample at index 3040.
[2025-03-25 15:20:08] Constructed sample at index 3041.
[2025-03-25 15:20:08] Constructed sample at index 3042.
[2025-03-25 15:20:08] Constructed sample at index 3043.
[2025-03-25 15:20:08] Constructed sample at index 3044.
[2025-03-25 15:20:08] Constructed sample at index 3045.
[2025-03-25 15:20:08] Constructed sample at index 3046.
[2025-03-25 15:20:08] Constructed sample at index 3047.
[2025-03-25 15:20:08] Constructed sample at index 3048.
[2025-03-25 15:20:08] Constructed sample at index 3049.
[2025-03-25 15:20:08] Constructed sample at index 3050.
[2025-03-25 15:20:08] Constructed sample at index 3051.
[2025-03-25 15:20:08] Constructed sample at index 3052.
[2025-03-25 15:20:08] Constructed sample at index 3053.
[2025-03-25 15:20:08] Constructed sample at index 3054.
[2025-03-25 15:20:08] Constructed sample at index 3055.
[2025-03-25 15:20:08] Constructed sample at index 3056.
[2025-03-25 15:20:08] Constructed sample at index 3057.
[2025-03-25 15:20:08] Constructed sample at index 3058.
[2025-03-25 15:20:08] Constructed sample at index 3059.
[2025-03-25 15:20:08] Constructed sample at index 3060.
[2025-03-25 15:20:08] Constructed sample at index 3061.
[2025-03-25 15:20:08] Constructed sample at index 3062.
[2025-03-25 15:20:08] Constructed sample at index 3063.
[2025-03-25 15:20:08] Constructed sample at index 3064.
[2025-03-25 15:20:08] Constructed sample at index 3065.
[2025-03-25 15:20:08] Constructed sample at index 3066.
[2025-03-25 15:20:08] Constructed sample at index 3067.
[2025-03-25 15:20:08] Constructed sample at index 3068.
[2025-03-25 15:20:08] Constructed sample at index 3069.
[2025-03-25 15:20:08] Constructed sample at index 3070.
[2025-03-25 15:20:08] Constructed sample at index 3071.
[2025-03-25 15:20:08] Constructed sample at index 3072.
[2025-03-25 15:20:08] Constructed sample at index 3073.
[2025-03-25 15:20:08] Constructed sample at index 3074.
[2025-03-25 15:20:08] Constructed sample at index 3075.
[2025-03-25 15:20:08] Constructed sample at index 3076.
[2025-03-25 15:20:08] Constructed sample at index 3077.
[2025-03-25 15:20:08] Constructed sample at index 3078.
[2025-03-25 15:20:08] Constructed sample at index 3079.
[2025-03-25 15:20:08] Constructed sample at index 3080.
[2025-03-25 15:20:08] Constructed sample at index 3081.
[2025-03-25 15:20:08] Constructed sample at index 3082.
[2025-03-25 15:20:08] Constructed sample at index 3083.
[2025-03-25 15:20:08] Constructed sample at index 3084.
[2025-03-25 15:20:08] Constructed sample at index 3085.
[2025-03-25 15:20:08] Constructed sample at index 3086.
[2025-03-25 15:20:08] Constructed sample at index 3087.
[2025-03-25 15:20:08] Constructed sample at index 3088.
[2025-03-25 15:20:08] Constructed sample at index 3089.
[2025-03-25 15:20:08] Constructed sample at index 3090.
[2025-03-25 15:20:08] Constructed sample at index 3091.
[2025-03-25 15:20:08] Constructed sample at index 3092.
[2025-03-25 15:20:08] Constructed sample at index 3093.
[2025-03-25 15:20:08] Constructed sample at index 3094.
[2025-03-25 15:20:08] Constructed sample at index 3095.
[2025-03-25 15:20:08] Constructed sample at index 3096.
[2025-03-25 15:20:08] Constructed sample at index 3097.
[2025-03-25 15:20:08] Constructed sample at index 3098.
[2025-03-25 15:20:08] Constructed sample at index 3099.
[2025-03-25 15:20:08] Constructed sample at index 3100.
[2025-03-25 15:20:08] Constructed sample at index 3101.
[2025-03-25 15:20:08] Constructed sample at index 3102.
[2025-03-25 15:20:08] Constructed sample at index 3103.
[2025-03-25 15:20:08] Constructed sample at index 3104.
[2025-03-25 15:20:08] Constructed sample at index 3105.
[2025-03-25 15:20:08] Constructed sample at index 3106.
[2025-03-25 15:20:08] Constructed sample at index 3107.
[2025-03-25 15:20:08] Constructed sample at index 3108.
[2025-03-25 15:20:08] Constructed sample at index 3109.
[2025-03-25 15:20:08] Constructed sample at index 3110.
[2025-03-25 15:20:08] Constructed sample at index 3111.
[2025-03-25 15:20:08] Constructed sample at index 3112.
[2025-03-25 15:20:08] Constructed sample at index 3113.
[2025-03-25 15:20:08] Constructed sample at index 3114.
[2025-03-25 15:20:08] Constructed sample at index 3115.
[2025-03-25 15:20:09] === Sequential Training Phase ===
[2025-03-25 15:20:09] [DEBUG] Missing percentage string: b1_20-b2_15-b3_10-b4_5
[2025-03-25 15:20:09] === Training on Trajectory: Trajectory13 for 100 epochs ===
[2025-03-25 15:20:09] DEBUG: beams_training length: 3116, beams_gt length: 3116, imu length: 21800
[2025-03-25 15:20:09] Applied random removal from row 3 onward.
[2025-03-25 15:20:09] Original missing count in Trajectory13: 1527
[2025-03-25 15:20:09] Filling missing b1 at row 3 with moving average 0.0622557
[2025-03-25 15:20:09] Filling missing b3 at row 5 with moving average -0.0048828
[2025-03-25 15:20:09] Filling missing b1 at row 6 with moving average 0.0207519
[2025-03-25 15:20:09] Filling missing b3 at row 8 with moving average -0.0321451
[2025-03-25 15:20:09] Filling missing b1 at row 15 with moving average 0.0878904
[2025-03-25 15:20:09] Filling missing b1 at row 16 with moving average 0.0903318
[2025-03-25 15:20:09] Filling missing b4 at row 19 with moving average 0.039062400000000004
[2025-03-25 15:20:09] Filling missing b1 at row 21 with moving average 0.0305175
[2025-03-25 15:20:09] Filling missing b2 at row 22 with moving average -0.0170898
[2025-03-25 15:20:09] Filling missing b1 at row 24 with moving average -0.0056966000000000004
[2025-03-25 15:20:09] Filling missing b3 at row 24 with moving average -0.1281735
[2025-03-25 15:20:09] Filling missing b3 at row 26 with moving average -0.1147458
[2025-03-25 15:20:09] Filling missing b1 at row 27 with moving average 0.03228073333333333
[2025-03-25 15:20:09] Filling missing b2 at row 28 with moving average 0.0341796
[2025-03-25 15:20:09] Filling missing b4 at row 28 with moving average -0.0415038
[2025-03-25 15:20:09] Filling missing b2 at row 29 with moving average 0.040690000000000004
[2025-03-25 15:20:09] Filling missing b1 at row 31 with moving average 0.1367184
[2025-03-25 15:20:09] Filling missing b3 at row 31 with moving average -0.0402831
[2025-03-25 15:20:09] Filling missing b2 at row 32 with moving average 0.10389513333333333
[2025-03-25 15:20:09] Filling missing b2 at row 33 with moving average 0.1249635111111111
[2025-03-25 15:20:09] Filling missing b3 at row 35 with moving average -0.0866697
[2025-03-25 15:20:09] Filling missing b1 at row 37 with moving average 0.1135251
[2025-03-25 15:20:09] Filling missing b3 at row 43 with moving average -0.1867671
[2025-03-25 15:20:09] Filling missing b3 at row 44 with moving average -0.1843257
[2025-03-25 15:20:09] Filling missing b3 at row 45 with moving average -0.1847326
[2025-03-25 15:20:09] Filling missing b2 at row 48 with moving average 0.1611324
[2025-03-25 15:20:09] Filling missing b3 at row 50 with moving average -0.1660152
[2025-03-25 15:20:09] Filling missing b4 at row 50 with moving average -0.1550289
[2025-03-25 15:20:09] Filling missing b2 at row 52 with moving average 0.1757808
[2025-03-25 15:20:09] Filling missing b4 at row 54 with moving average -0.1452633
[2025-03-25 15:20:09] Filling missing b1 at row 57 with moving average 0.22949160000000002
[2025-03-25 15:20:09] Filling missing b1 at row 58 with moving average 0.2303054
[2025-03-25 15:20:09] Filling missing b2 at row 60 with moving average 0.1757808
[2025-03-25 15:20:09] Filling missing b3 at row 63 with moving average -0.2368158
[2025-03-25 15:20:09] Filling missing b2 at row 65 with moving average 0.15258750000000001
[2025-03-25 15:20:09] Filling missing b3 at row 66 with moving average -0.2351882
[2025-03-25 15:20:09] Filling missing b3 at row 69 with moving average -0.2322042666666667
[2025-03-25 15:20:09] Filling missing b2 at row 70 with moving average 0.1904292
[2025-03-25 15:20:09] Filling missing b1 at row 72 with moving average 0.1904292
[2025-03-25 15:20:09] Filling missing b2 at row 74 with moving average 0.1782222
[2025-03-25 15:20:09] Filling missing b1 at row 75 with moving average 0.20263620000000002
[2025-03-25 15:20:09] Filling missing b2 at row 75 with moving average 0.1814774
[2025-03-25 15:20:09] Filling missing b3 at row 77 with moving average -0.23071229999999998
[2025-03-25 15:20:09] Filling missing b1 at row 79 with moving average 0.24414
[2025-03-25 15:20:09] Filling missing b1 at row 83 with moving average 0.2124018
[2025-03-25 15:20:09] Filling missing b3 at row 86 with moving average -0.2819817
[2025-03-25 15:20:09] Filling missing b1 at row 87 with moving average 0.20629830000000002
[2025-03-25 15:20:09] Filling missing b1 at row 93 with moving average 0.20263620000000002
[2025-03-25 15:20:09] Filling missing b2 at row 93 with moving average 0.195312
[2025-03-25 15:20:09] Filling missing b1 at row 94 with moving average 0.199381
[2025-03-25 15:20:09] Filling missing b2 at row 94 with moving average 0.19449819999999998
[2025-03-25 15:20:09] Filling missing b1 at row 96 with moving average 0.20236493333333336
[2025-03-25 15:20:09] Filling missing b2 at row 101 with moving average 0.24658139999999998
[2025-03-25 15:20:09] Filling missing b1 at row 104 with moving average 0.2258295
[2025-03-25 15:20:09] Filling missing b4 at row 106 with moving average -0.31616130000000003
[2025-03-25 15:20:09] Filling missing b2 at row 108 with moving average 0.2343744
[2025-03-25 15:20:09] Filling missing b3 at row 108 with moving average -0.2966301
[2025-03-25 15:20:09] Filling missing b1 at row 111 with moving average 0.2783196
[2025-03-25 15:20:09] Filling missing b3 at row 114 with moving average -0.2978508
[2025-03-25 15:20:09] Filling missing b1 at row 116 with moving average 0.2404779
[2025-03-25 15:20:09] Filling missing b2 at row 116 with moving average 0.22827090000000003
[2025-03-25 15:20:09] Filling missing b1 at row 118 with moving average 0.2437331
[2025-03-25 15:20:09] Filling missing b2 at row 122 with moving average 0.2453607
[2025-03-25 15:20:09] Filling missing b3 at row 134 with moving average -0.24414
[2025-03-25 15:20:09] Filling missing b2 at row 138 with moving average 0.30517500000000003
[2025-03-25 15:20:09] Filling missing b2 at row 140 with moving average 0.3031405
[2025-03-25 15:20:09] Filling missing b4 at row 148 with moving average -0.31616130000000003
[2025-03-25 15:20:09] Filling missing b1 at row 149 with moving average 0.2587884
[2025-03-25 15:20:09] Filling missing b2 at row 153 with moving average 0.2709954
[2025-03-25 15:20:09] Filling missing b1 at row 154 with moving average 0.2502435
[2025-03-25 15:20:09] Filling missing b1 at row 155 with moving average 0.2518711
[2025-03-25 15:20:09] Filling missing b1 at row 156 with moving average 0.25159983333333336
[2025-03-25 15:20:09] Filling missing b4 at row 156 with moving average -0.3149406
[2025-03-25 15:20:09] Filling missing b2 at row 157 with moving average 0.2600091
[2025-03-25 15:20:09] Filling missing b4 at row 158 with moving average -0.3186027
[2025-03-25 15:20:09] Filling missing b1 at row 160 with moving average 0.2624505
[2025-03-25 15:20:09] Filling missing b2 at row 160 with moving average 0.2551263
[2025-03-25 15:20:09] Filling missing b2 at row 162 with moving average 0.25716079999999997
[2025-03-25 15:20:09] Filling missing b4 at row 162 with moving average -0.3320304
[2025-03-25 15:20:09] Filling missing b1 at row 163 with moving average 0.26082289999999997
[2025-03-25 15:20:09] Filling missing b1 at row 167 with moving average 0.30517500000000003
[2025-03-25 15:20:09] Filling missing b3 at row 167 with moving average -0.280761
[2025-03-25 15:20:09] Filling missing b1 at row 170 with moving average 0.30680260000000004
[2025-03-25 15:20:09] Filling missing b1 at row 172 with moving average 0.29757953333333337
[2025-03-25 15:20:09] Filling missing b2 at row 174 with moving average 0.2746575
[2025-03-25 15:20:09] Filling missing b3 at row 174 with moving average -0.317382
[2025-03-25 15:20:09] Filling missing b4 at row 174 with moving average -0.33080970000000004
[2025-03-25 15:20:09] Filling missing b1 at row 176 with moving average 0.2734368
[2025-03-25 15:20:09] Filling missing b1 at row 180 with moving average 0.2941887
[2025-03-25 15:20:09] Filling missing b1 at row 184 with moving average 0.2673333
[2025-03-25 15:20:09] Filling missing b1 at row 186 with moving average 0.2612298
[2025-03-25 15:20:09] Filling missing b1 at row 187 with moving average 0.2616367
[2025-03-25 15:20:09] Filling missing b1 at row 190 with moving average 0.2678758333333333
[2025-03-25 15:20:09] Filling missing b2 at row 194 with moving average 0.2868645
[2025-03-25 15:20:09] Filling missing b3 at row 196 with moving average -0.3149406
[2025-03-25 15:20:09] Filling missing b2 at row 198 with moving average 0.280761
[2025-03-25 15:20:09] Filling missing b4 at row 199 with moving average -0.35766509999999996
[2025-03-25 15:20:09] Filling missing b1 at row 200 with moving average 0.23437439999999998
[2025-03-25 15:20:09] Filling missing b2 at row 200 with moving average 0.26082289999999997
[2025-03-25 15:20:09] Filling missing b1 at row 201 with moving average 0.22949160000000002
[2025-03-25 15:20:09] Filling missing b2 at row 203 with moving average 0.26272176666666663
[2025-03-25 15:20:09] Filling missing b1 at row 204 with moving average 0.2669264
[2025-03-25 15:20:09] Filling missing b2 at row 205 with moving average 0.2914308222222222
[2025-03-25 15:20:09] Filling missing b2 at row 207 with moving average 0.3132075074074074
[2025-03-25 15:20:09] Filling missing b3 at row 207 with moving average -0.2954094
[2025-03-25 15:20:09] Filling missing b4 at row 207 with moving average -0.3063957
[2025-03-25 15:20:09] Filling missing b2 at row 209 with moving average 0.3082594024691358
[2025-03-25 15:20:09] Filling missing b3 at row 209 with moving average -0.301106
[2025-03-25 15:20:09] Filling missing b1 at row 211 with moving average 0.2795403
[2025-03-25 15:20:09] Filling missing b1 at row 215 with moving average 0.2868645
[2025-03-25 15:20:09] Filling missing b4 at row 217 with moving average -0.32714760000000004
[2025-03-25 15:20:09] Filling missing b1 at row 218 with moving average 0.2762851
[2025-03-25 15:20:09] Filling missing b2 at row 218 with moving average 0.2612298
[2025-03-25 15:20:09] Filling missing b3 at row 218 with moving average -0.341796
[2025-03-25 15:20:09] Filling missing b4 at row 221 with moving average -0.3491202
[2025-03-25 15:20:09] Filling missing b3 at row 223 with moving average -0.32714760000000004
[2025-03-25 15:20:09] Filling missing b4 at row 223 with moving average -0.3324373
[2025-03-25 15:20:09] Filling missing b4 at row 224 with moving average -0.33094533333333337
[2025-03-25 15:20:09] Filling missing b3 at row 225 with moving average -0.31046470000000004
[2025-03-25 15:20:09] Filling missing b3 at row 226 with moving average -0.31141413333333334
[2025-03-25 15:20:09] Filling missing b1 at row 228 with moving average 0.30517500000000003
[2025-03-25 15:20:09] Filling missing b1 at row 230 with moving average 0.29581630000000003
[2025-03-25 15:20:09] Filling missing b2 at row 232 with moving average 0.2819817
[2025-03-25 15:20:09] Filling missing b1 at row 233 with moving average 0.29025533333333337
[2025-03-25 15:20:09] Filling missing b3 at row 233 with moving average -0.31982340000000004
[2025-03-25 15:20:09] Filling missing b2 at row 234 with moving average 0.2893059
[2025-03-25 15:20:09] Filling missing b4 at row 234 with moving average -0.3222648
[2025-03-25 15:20:09] Filling missing b4 at row 235 with moving average -0.317382
[2025-03-25 15:20:09] Filling missing b1 at row 236 with moving average 0.29938797777777776
[2025-03-25 15:20:09] Filling missing b2 at row 238 with moving average 0.3076164
[2025-03-25 15:20:09] Filling missing b1 at row 239 with moving average 0.2914458925925926
[2025-03-25 15:20:09] Filling missing b2 at row 239 with moving average 0.30517500000000003
[2025-03-25 15:20:09] Filling missing b1 at row 243 with moving average 0.2770989
[2025-03-25 15:20:09] Filling missing b1 at row 245 with moving average 0.2791334
[2025-03-25 15:20:09] Filling missing b1 at row 247 with moving average 0.2798115666666667
[2025-03-25 15:20:09] Filling missing b3 at row 247 with moving average -0.3247062
[2025-03-25 15:20:09] Filling missing b4 at row 247 with moving average -0.31616130000000003
[2025-03-25 15:20:09] Filling missing b3 at row 249 with moving average -0.3316235
[2025-03-25 15:20:09] Filling missing b1 at row 253 with moving average 0.25634700000000005
[2025-03-25 15:20:09] Filling missing b2 at row 254 with moving average 0.2575677
[2025-03-25 15:20:09] Filling missing b3 at row 255 with moving average -0.3210441
[2025-03-25 15:20:09] Filling missing b2 at row 260 with moving average 0.2978508
[2025-03-25 15:20:09] Filling missing b3 at row 261 with moving average -0.3320304
[2025-03-25 15:20:09] Filling missing b1 at row 263 with moving average 0.2648919
[2025-03-25 15:20:09] Filling missing b2 at row 268 with moving average 0.30883710000000003
[2025-03-25 15:20:09] Filling missing b1 at row 270 with moving average 0.2795403
[2025-03-25 15:20:09] Filling missing b1 at row 271 with moving average 0.2738437
[2025-03-25 15:20:09] Filling missing b2 at row 272 with moving average 0.2697747
[2025-03-25 15:20:09] Filling missing b2 at row 273 with moving average 0.27058849999999995
[2025-03-25 15:20:09] Filling missing b1 at row 274 with moving average 0.29391743333333337
[2025-03-25 15:20:09] Filling missing b3 at row 274 with moving average -0.33691319999999997
[2025-03-25 15:20:09] Filling missing b3 at row 275 with moving average -0.3283683
[2025-03-25 15:20:09] Filling missing b1 at row 279 with moving average 0.2868645
[2025-03-25 15:20:09] Filling missing b1 at row 280 with moving average 0.2836093
[2025-03-25 15:20:09] Filling missing b2 at row 282 with moving average 0.2856438
[2025-03-25 15:20:09] Filling missing b4 at row 282 with moving average -0.32714760000000004
[2025-03-25 15:20:09] Filling missing b3 at row 285 with moving average -0.33447180000000004
[2025-03-25 15:20:09] Filling missing b1 at row 286 with moving average 0.292968
[2025-03-25 15:20:09] Filling missing b1 at row 287 with moving average 0.2905266
[2025-03-25 15:20:09] Filling missing b2 at row 289 with moving average 0.2600091
[2025-03-25 15:20:09] Filling missing b1 at row 291 with moving average 0.2648919
[2025-03-25 15:20:09] Filling missing b1 at row 292 with moving average 0.2652988
[2025-03-25 15:20:09] Filling missing b3 at row 293 with moving average -0.3332511
[2025-03-25 15:20:09] Filling missing b1 at row 296 with moving average 0.341796
[2025-03-25 15:20:09] Filling missing b2 at row 296 with moving average 0.32958899999999997
[2025-03-25 15:20:09] Filling missing b2 at row 297 with moving average 0.33325109999999997
[2025-03-25 15:20:09] Filling missing b2 at row 298 with moving average 0.33813389999999993
[2025-03-25 15:20:09] Filling missing b4 at row 298 with moving average -0.2734368
[2025-03-25 15:20:09] Filling missing b1 at row 299 with moving average 0.3299959
[2025-03-25 15:20:09] Filling missing b4 at row 302 with moving average -0.33813390000000004
[2025-03-25 15:20:09] Filling missing b2 at row 305 with moving average 0.3002922
[2025-03-25 15:20:09] Filling missing b3 at row 306 with moving average -0.31249920000000003
[2025-03-25 15:20:09] Filling missing b1 at row 307 with moving average 0.34789950000000003
[2025-03-25 15:20:09] Filling missing b2 at row 309 with moving average 0.329589
[2025-03-25 15:20:09] Filling missing b1 at row 310 with moving average 0.32348550000000004
[2025-03-25 15:20:09] Filling missing b2 at row 310 with moving average 0.32714760000000004
[2025-03-25 15:20:09] Filling missing b3 at row 310 with moving average -0.32348550000000004
[2025-03-25 15:20:09] Filling missing b1 at row 312 with moving average 0.29215420000000003
[2025-03-25 15:20:09] Filling missing b2 at row 313 with moving average 0.2823886
[2025-03-25 15:20:09] Filling missing b3 at row 315 with moving average -0.3698721
[2025-03-25 15:20:09] Filling missing b2 at row 321 with moving average 0.280761
[2025-03-25 15:20:09] Filling missing b1 at row 323 with moving average 0.2734368
[2025-03-25 15:20:09] Filling missing b2 at row 323 with moving average 0.27058849999999995
[2025-03-25 15:20:09] Filling missing b1 at row 324 with moving average 0.2730299
[2025-03-25 15:20:09] Filling missing b3 at row 325 with moving average -0.3588858
[2025-03-25 15:20:09] Filling missing b2 at row 326 with moving average 0.27452186666666667
[2025-03-25 15:20:09] Filling missing b1 at row 328 with moving average 0.2819817
[2025-03-25 15:20:09] Filling missing b2 at row 329 with moving average 0.2794950888888889
[2025-03-25 15:20:09] Filling missing b2 at row 330 with moving average 0.2811528296296297
[2025-03-25 15:20:09] Filling missing b1 at row 332 with moving average 0.2722161
[2025-03-25 15:20:09] Filling missing b4 at row 333 with moving average -0.36743069999999994
[2025-03-25 15:20:09] Filling missing b1 at row 334 with moving average 0.2701816
[2025-03-25 15:20:09] Filling missing b1 at row 335 with moving average 0.2711310333333333
[2025-03-25 15:20:09] Filling missing b1 at row 338 with moving average 0.28324761111111113
[2025-03-25 15:20:09] Filling missing b2 at row 339 with moving average 0.292968
[2025-03-25 15:20:09] Filling missing b3 at row 339 with moving average -0.32714760000000004
[2025-03-25 15:20:09] Filling missing b1 at row 343 with moving average 0.3503409
[2025-03-25 15:20:09] Filling missing b3 at row 345 with moving average -0.2697747
[2025-03-25 15:20:09] Filling missing b1 at row 346 with moving average 0.3474926
[2025-03-25 15:20:09] Filling missing b3 at row 348 with moving average -0.2925611
[2025-03-25 15:20:09] Filling missing b1 at row 352 with moving average 0.30151290000000003
[2025-03-25 15:20:09] Filling missing b4 at row 354 with moving average -0.3002922
[2025-03-25 15:20:09] Filling missing b2 at row 355 with moving average 0.33447180000000004
[2025-03-25 15:20:09] Filling missing b3 at row 355 with moving average -0.2893059
[2025-03-25 15:20:09] Filling missing b3 at row 357 with moving average -0.30517500000000003
[2025-03-25 15:20:09] Filling missing b3 at row 358 with moving average -0.30802330000000006
[2025-03-25 15:20:09] Filling missing b2 at row 361 with moving average 0.2612298
[2025-03-25 15:20:09] Filling missing b3 at row 365 with moving average -0.3283683
[2025-03-25 15:20:09] Filling missing b1 at row 366 with moving average 0.3002922
[2025-03-25 15:20:09] Filling missing b1 at row 368 with moving average 0.2856438
[2025-03-25 15:20:09] Filling missing b3 at row 368 with moving average -0.3389477
[2025-03-25 15:20:09] Filling missing b1 at row 375 with moving average 0.3039543
[2025-03-25 15:20:09] Filling missing b3 at row 375 with moving average -0.31982340000000004
[2025-03-25 15:20:09] Filling missing b2 at row 379 with moving average 0.292968
[2025-03-25 15:20:09] Filling missing b3 at row 379 with moving average -0.33080970000000004
[2025-03-25 15:20:09] Filling missing b4 at row 381 with moving average -0.3552237
